StimulusID,ContextLength,Region,RegionCleaned,RegionLength,SubtlexLogFreq,WordFreq,WordFreqLog,WordFreqZipf,PunctOrClitic,RegionContentOrFunction,RegionPOS,FirstFixationDuration,DwellTime,SkipRate
12,3,Michael,michael,7,4.00500882067237,0.00012,-9.028017981849242,5.08,0.0,Content,Noun,195.19736842105263,290.3157894736842,0.11842105263157894
12,4,Larson,larson,6,,2.24e-06,-13.008990050236646,3.35,0.0,Content,Noun,224.05263157894737,280.44736842105266,0.10526315789473684
12,5,saw,saw,3,4.31234663903085,0.000219,-8.426438371526872,5.34,0.0,Content,Verb,219.79245283018867,269.7169811320755,0.16981132075471697
12,6,another,another,7,4.41448867223695,0.00055,-7.5055920979195925,5.74,0.0,Function,Determiner,220.9189189189189,294.13513513513516,0.10810810810810811
12,7,opportunity,opportunity,11,3.32056168019524,8.91e-05,-9.325750101153684,4.95,0.0,Content,Noun,219.05479452054794,292.7260273972603,0.0684931506849315
12,8,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,233.21052631578948,272.42105263157896,0.10526315789473684
12,9,stack,stack,5,2.49415459401844,1.12e-05,-11.399587851131656,4.05,0.0,Content,Verb,222.57746478873239,295.4788732394366,0.16901408450704225
12,10,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,198.45238095238096,238.5,0.07142857142857142
12,11,odds,odds,4,2.987219229908,1.91e-05,-10.865816987323301,4.28,0.0,Content,Noun,247.06896551724137,286.3448275862069,0.20689655172413793
12,12,in,in,2,5.69761724386273,0.0186,-3.9845936928866372,7.27,0.0,Function,Preposition,198.46428571428572,236.21428571428572,0.21428571428571427
12,13,his,his,3,5.03488903532673,0.00324,-5.732181918313702,6.51,0.0,Function,Determiner,210.71153846153845,245.84615384615384,0.19230769230769232
12,14,favor,favor,5,3.55750720190566,3.8e-05,-10.177921766662404,4.58,0.0,Content,Noun,186.22916666666666,198.35416666666666,0.14583333333333334
12,15,with,with,4,5.41071988585366,0.00708,-4.950481357152215,6.85,0.0,Function,Preposition,168.11111111111111,211.2962962962963,0.09259259259259259
12,16,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,159.26923076923077,170.5,0.15384615384615385
12,17,dash,dash,4,2.48995847942483,1e-05,-11.512915465020228,4.0,0.0,Content,Noun,219.77586206896552,308.12068965517244,0.7241379310344828
12,18,of,of,2,5.77117577156368,0.0251,-3.684887428860335,7.4,0.0,Function,Preposition,169.41176470588235,225.3921568627451,0.5294117647058824
12,19,ingenuity.,ingenuity,9,1.68124123737559,1.7e-06,-13.284823485102727,3.23,1.0,Content,Noun,185.07407407407408,555.0123456790124,0.08641975308641975
12,20,He,he,2,5.59050523199268,0.0049,-5.3185200534573935,6.69,0.0,Function,Pronoun,216.0,279.875,0.20833333333333334
12,21,walked,walked,6,3.43743344379797,4.68e-05,-9.969625218290819,4.67,0.0,Content,Verb,244.86301369863014,365.2328767123288,0.1232876712328767
12,22,into,into,4,4.63422528612007,0.00129,-6.653112983089179,6.11,0.0,Function,Preposition,225.2037037037037,293.51851851851853,0.24074074074074073
12,23,his,his,3,5.03488903532673,0.00324,-5.732181918313702,6.51,0.0,Function,Determiner,213.1090909090909,259.23636363636365,0.16363636363636364
12,24,bank,bank,4,3.63698910181223,0.000145,-8.838776125888765,5.16,0.0,Content,Noun,221.86666666666667,282.6,0.18333333333333332
12,25,one,one,3,5.19502742193737,0.00295,-5.825950074732104,6.47,0.0,Function,Number,190.7906976744186,204.02325581395348,0.3023255813953488
12,26,day,day,3,4.61165959265179,0.000891,-7.023166018260025,5.95,0.0,Content,Noun,227.50943396226415,251.0754716981132,0.09433962264150944
12,27,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,213.63636363636363,227.22727272727272,0.09090909090909091
12,28,asked,asked,5,4.04257551244019,0.0002,-8.517192691416362,5.3,0.0,Content,Verb,218.955223880597,279.35820895522386,0.22388059701492538
12,29,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,215.1304347826087,240.0,0.13043478260869565
12,30,withdraw,withdraw,8,2.52891670027765,1.12e-05,-11.399587851131656,4.05,0.0,Content,Verb,211.45205479452054,265.5890410958904,0.0821917808219178
12,31,his,his,3,5.03488903532673,0.00324,-5.732181918313702,6.51,0.0,Function,Determiner,197.92307692307693,239.5,0.34615384615384615
12,32,entire,entire,6,3.6097011023794,0.000123,-9.003325389584058,5.09,0.0,Content,Adjective,222.7945205479452,312.5068493150685,0.0547945205479452
12,33,account,account,7,3.35812528527665,0.000162,-8.72791360544813,5.21,0.0,Content,Noun,170.40322580645162,215.0,0.04838709677419355
12,34,"balance,",balance,7,2.88366143515362,5.75e-05,-9.763723871032047,4.76,1.0,Content,Noun,197.9240506329114,331.26582278481015,0.45569620253164556
12,35,but,but,3,5.35274577042982,0.00427,-5.4561414283224,6.63,0.0,Function,Conjunction,175.9,272.74,0.12
12,36,with,with,4,5.41071988585366,0.00708,-4.950481357152215,6.85,0.0,Function,Preposition,196.4126984126984,284.1587301587302,0.19047619047619047
12,37,an,an,2,4.97805263012357,0.00339,-5.686925328091253,6.53,0.0,Function,Article,212.65625,246.1875,0.21875
12,38,unusual,unusual,7,3.08314414314305,2.82e-05,-10.476185033927203,4.45,0.0,Content,Adjective,204.0144927536232,301.2463768115942,0.07246376811594203
12,39,stipulation:,stipulation,11,1.0,8.32e-07,-13.999313211040027,2.92,0.0,Content,Noun,226.0,428.3734939759036,0.03614457831325301
12,40,He,he,2,5.59050523199268,0.0049,-5.3185200534573935,6.69,0.0,Function,Pronoun,222.80769230769232,278.34615384615387,0.23076923076923078
12,41,wanted,wanted,6,4.40852826827624,0.000229,-8.381788117728908,5.36,0.0,Content,Verb,225.74358974358975,305.84615384615387,0.07692307692307693
12,42,as,as,2,5.05334355121762,0.00589,-5.134499264340713,6.77,0.0,Content,Adverb,197.52,253.48,0.28
12,43,much,much,4,4.69580552538879,0.001,-6.907755178982142,6.0,0.0,Function,Determiner,225.79661016949152,273.06779661016947,0.0847457627118644
12,44,of,of,2,5.77117577156368,0.0251,-3.684887428860335,7.4,0.0,Function,Preposition,218.03703703703704,228.22222222222223,0.25925925925925924
12,45,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,204.6,211.77142857142857,0.2571428571428571
12,46,cash,cash,4,3.56761444273084,8.32e-05,-9.394262008214756,4.92,0.0,Content,Noun,194.66666666666666,215.80392156862746,0.1568627450980392
12,47,as,as,2,5.05334355121762,0.00589,-5.134499264340713,6.77,0.0,Function,Conjunction,183.22857142857143,203.71428571428572,0.14285714285714285
12,48,possible,possible,8,3.76469906379837,0.000229,-8.381788117728908,5.36,0.0,Content,Adjective,202.38028169014083,254.05633802816902,0.04225352112676056
12,49,in,in,2,5.69761724386273,0.0186,-3.9845936928866372,7.27,0.0,Function,Preposition,237.64705882352942,255.64705882352942,0.5882352941176471
12,50,one,one,3,5.19502742193737,0.00295,-5.825950074732104,6.47,0.0,Function,Number,228.55555555555554,286.01851851851853,0.2037037037037037
12,51,dollar,dollar,6,3.14952701375435,3.89e-05,-10.15451373664909,4.59,0.0,Content,Noun,198.54,226.72,0.02
12,52,notes.,notes,5,3.09898963940118,6.92e-05,-9.57850825025499,4.84,1.0,Content,Noun,239.48,475.76,0.0
13,1,"Murphy,",murphy,6,2.85853719756964,1.35e-05,-11.212813465139918,4.13,1.0,Content,Noun,188.76,370.12,0.09333333333333334
13,2,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,176.5,208.475,0.3
13,3,Senior,senior,6,3.12710479836481,8.32e-05,-9.394262008214756,4.92,0.0,Content,Adjective,222.1604938271605,360.0,0.08641975308641975
13,4,PGA,pga,3,,4.07e-06,-12.411842988787038,3.61,0.0,Content,Noun,222.55384615384617,287.5230769230769,0.1076923076923077
13,5,Tour,tour,4,3.19645254170339,9.77e-05,-9.233607975374607,4.99,0.0,Content,Noun,212.9857142857143,300.8,0.15714285714285714
13,6,money,money,5,4.51428204786038,0.000437,-7.735577134035759,5.64,0.0,Content,Noun,241.0,327.02702702702703,0.0945945945945946
13,7,leader,leader,6,3.20139712432045,8.91e-05,-9.325750101153684,4.95,0.0,Content,Noun,241.54166666666666,323.40277777777777,0.08333333333333333
13,8,with,with,4,5.41071988585366,0.00708,-4.950481357152215,6.85,0.0,Function,Preposition,186.54716981132074,204.37735849056602,0.24528301886792453
13,9,seven,seven,5,3.72656421616224,0.00012,-9.028017981849242,5.08,0.0,Function,Number,196.9375,264.4375,0.078125
13,10,hundred,hundred,7,3.60379370413696,5.13e-05,-9.877817856471712,4.71,0.0,Function,Number,193.88571428571427,273.37142857142857,0.17142857142857143
13,11,"thousand,",thousand,8,3.54838941813292,4.37e-05,-10.038160167535828,4.64,1.0,Function,Number,227.63768115942028,315.7391304347826,0.08695652173913043
13,12,says,says,4,4.21370365368018,0.000309,-8.082168957441986,5.49,0.0,Content,Verb,232.3404255319149,324.63829787234044,0.2765957446808511
13,13,heat,heat,4,3.31069331234336,7.24e-05,-9.533302877358087,4.86,0.0,Content,Noun,230.89333333333335,342.7866666666667,0.21333333333333335
13,14,shouldn't,shouldn't,9,,6.61e-05,-9.624340298248473,4.82,1.0,Content,Verb,217.9875,388.05,0.0875
13,15,be,be,2,5.46699507375075,0.00617,-5.088056424857386,6.79,0.0,Content,Verb,179.91666666666666,192.45833333333334,0.10416666666666667
13,16,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,167.07692307692307,189.3846153846154,0.11538461538461539
13,17,factor.,factor,6,2.56937390961505,4.68e-05,-9.969625218290819,4.67,1.0,Content,Noun,194.8860759493671,289.44303797468353,0.4050632911392405
13,19,"""I",i,1,6.30931710712425,0.0123,-4.398156008473684,7.09,0.0,Function,Pronoun,138.94594594594594,163.13513513513513,0.02702702702702703
13,20,don't,don't,5,,0.00158,-6.450330368652124,6.2,1.0,Content,Verb,203.74242424242425,266.469696969697,0.10606060606060606
13,21,think,think,5,5.13755032256453,0.0012,-6.725433638854852,6.08,0.0,Content,Verb,201.41071428571428,235.73214285714286,0.14285714285714285
13,22,you're,you're,6,,0.000741,-7.20750979771543,5.87,1.0,Function,Pronoun,194.28169014084506,243.19718309859155,0.09859154929577464
13,23,going,going,5,5.03458434321878,0.000871,-7.045868466301215,5.94,0.0,Content,Verb,191.21052631578948,224.56140350877192,0.07017543859649122
13,24,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,193.88888888888889,205.55555555555554,0.3333333333333333
13,25,have,have,4,5.49725179166937,0.00513,-5.2726496003062815,6.71,0.0,Content,Verb,206.59322033898306,255.01694915254237,0.15254237288135594
13,26,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,199.76666666666668,199.76666666666668,0.3
13,27,heat,heat,4,3.31069331234336,7.24e-05,-9.533302877358087,4.86,0.0,Content,Noun,234.73333333333332,291.31666666666666,0.15
13,28,wave,wave,4,3.03542973818455,4.17e-05,-10.08500703108086,4.62,0.0,Content,Noun,202.29310344827587,246.6551724137931,0.13793103448275862
13,29,I'm,i'm,3,,0.00141,-6.564165503670077,6.15,1.0,Function,Pronoun,199.4090909090909,249.9090909090909,0.22727272727272727
13,30,not,not,3,5.44196834892386,0.0049,-5.3185200534573935,6.69,0.0,Function,Negative,201.34426229508196,249.0327868852459,0.21311475409836064
13,31,going,going,5,5.03458434321878,0.000871,-7.045868466301215,5.94,0.0,Content,Verb,219.73214285714286,314.64285714285717,0.125
13,32,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,191.82608695652175,213.82608695652175,0.21739130434782608
13,33,be,be,2,5.46699507375075,0.00617,-5.088056424857386,6.79,0.0,Content,Verb,195.5,208.42857142857142,0.17857142857142858
13,34,able,able,4,3.9114772171061,0.000269,-8.220798806615292,5.43,0.0,Content,Adjective,211.79032258064515,263.06451612903226,0.24193548387096775
13,35,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,207.67857142857142,229.42857142857142,0.10714285714285714
13,36,"handle,""",handle,6,3.7427251313047,6.17e-05,-9.693225006308703,4.79,1.0,Content,Verb,219.34246575342465,334.6575342465753,0.0273972602739726
13,37,he,he,2,5.59050523199268,0.0049,-5.3185200534573935,6.69,0.0,Function,Pronoun,178.5,213.375,0.020833333333333332
13,38,said.,said,4,4.75229435028586,0.00102,-6.8879525536467465,6.01,1.0,Content,Verb,183.59259259259258,215.0,0.6851851851851852
13,39,"""Everybody",everybody,9,4.24442557217294,6.92e-05,-9.57850825025499,4.84,0.0,Function,Pronoun,162.88888888888889,293.5679012345679,0.09876543209876543
13,40,treats,treats,6,2.50242711998443,1.15e-05,-11.373154826980702,4.06,0.0,Content,Verb,207.23076923076923,283.66153846153844,0.13846153846153847
13,41,it,it,2,5.98394771743588,0.00891,-4.720581026276075,6.95,0.0,Function,Pronoun,212.0625,258.1875,0.21875
13,42,differently.,differently,11,2.69810054562339,1.7e-05,-10.982291331572418,4.23,1.0,Content,Adverb,206.3108108108108,282.8918918918919,0.02702702702702703
13,43,My,my,2,5.53769319436739,0.00372,-5.594031583815362,6.57,0.0,Function,Determiner,212.6875,245.71875,0.28125
13,44,son,son,3,4.32118402730231,0.000191,-8.563236606357572,5.28,0.0,Content,Noun,224.2741935483871,289.46774193548384,0.3064516129032258
13,45,"Ronnie,",ronnie,6,,5.01e-06,-12.20405468298686,3.7,1.0,Content,Noun,207.40277777777777,315.8888888888889,0.041666666666666664
13,46,his,his,3,5.03488903532673,0.00324,-5.732181918313702,6.51,0.0,Function,Determiner,220.41860465116278,295.25581395348837,0.5348837209302325
13,47,"caddie,",caddie,6,1.56820172406699,3.98e-07,-14.73656260694014,2.6,1.0,Content,Noun,223.07042253521126,372.5492957746479,0.04225352112676056
13,48,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,177.14285714285714,208.38095238095238,0.2857142857142857
13,49,I,i,1,6.30931710712425,0.0123,-4.398156008473684,7.09,0.0,Function,Pronoun,218.9047619047619,247.61904761904762,0.47619047619047616
13,50,won't,won't,5,,0.000219,-8.426438371526872,5.34,1.0,Content,Verb,221.61764705882354,432.36764705882354,0.1323529411764706
13,51,be,be,2,5.46699507375075,0.00617,-5.088056424857386,6.79,0.0,Content,Verb,198.67741935483872,255.93548387096774,0.25806451612903225
13,52,riding,riding,6,3.21298618473667,3.09e-05,-10.384751137819856,4.49,0.0,Content,Verb,245.77333333333334,444.76,0.04
13,53,carts,carts,5,1.98677173426624,2.82e-06,-12.77873821265007,3.45,0.0,Content,Noun,258.84375,401.21875,0.0
14,1,schools,schools,7,2.85430604180108,0.000112,-9.097010793812435,5.05,0.0,Content,Noun,184.34615384615384,410.6923076923077,0.1794871794871795
14,2,still,still,5,4.60450684926786,0.000832,-7.091677996950765,5.92,0.0,Content,Adverb,212.768115942029,333.0289855072464,0.18840579710144928
14,3,"closed,",closed,6,3.44075170047919,7.94e-05,-9.441010930266133,4.9,1.0,Content,Verb,188.56521739130434,289.3188405797101,0.11594202898550725
14,4,cars,cars,4,3.36698297597785,7.76e-05,-9.463941842116137,4.89,0.0,Content,Noun,249.5820895522388,303.4029850746269,0.22388059701492538
14,5,still,still,5,4.60450684926786,0.000832,-7.091677996950765,5.92,0.0,Content,Adverb,221.6338028169014,307.056338028169,0.18309859154929578
14,6,buried,buried,6,3.24029958200271,2.51e-05,-10.592638727770726,4.4,0.0,Content,Verb,220.425,315.6375,0.1125
14,7,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,185.8421052631579,222.0,0.42105263157894735
14,8,streets,streets,7,3.20736503746907,4.57e-05,-9.993410071882701,4.66,0.0,Content,Noun,236.6625,311.45,0.1125
14,9,still,still,5,4.60450684926786,0.000832,-7.091677996950765,5.92,0.0,Content,Adverb,203.03508771929825,265.9824561403509,0.15789473684210525
14,10,blocked,blocked,7,2.54032947479087,2.04e-05,-10.799970755165333,4.31,0.0,Content,Verb,210.95833333333334,270.7916666666667,0.09722222222222222
14,11,by,by,2,4.83483381813589,0.00457,-5.388242052194186,6.66,0.0,Function,Preposition,174.77777777777777,174.77777777777777,0.2222222222222222
14,12,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,207.89473684210526,227.73684210526315,0.3157894736842105
14,13,widespread,widespread,10,1.68124123737559,1.55e-05,-11.074664082446981,4.19,0.0,Content,Adjective,217.67123287671234,336.7808219178082,0.136986301369863
14,14,weekend,weekend,7,3.49401537475714,8.51e-05,-9.371682347297504,4.93,0.0,Content,Noun,183.14864864864865,226.17567567567568,0.12162162162162163
14,15,"snowstorm,",snowstorm,9,1.65321251377534,7.76e-07,-14.068984459086318,2.89,1.0,Content,Noun,197.7875,412.9125,0.2625
14,16,officials,officials,9,2.55266821611219,4.79e-05,-9.946392965866911,4.68,0.0,Content,Noun,233.4512195121951,430.0365853658537,0.10975609756097561
14,17,are,are,3,5.42434741987193,0.0055,-5.203007168561894,6.74,0.0,Content,Verb,210.42105263157896,221.26315789473685,0.3157894736842105
14,18,asking,asking,6,3.816042340922,9.12e-05,-9.302454564393361,4.96,0.0,Content,Verb,210.9041095890411,273.13698630136986,0.1095890410958904
14,19,people,people,6,4.75014568853813,0.00178,-6.33114185849837,6.25,0.0,Content,Noun,189.6315789473684,203.80701754385964,0.12280701754385964
14,20,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,191.75862068965517,191.75862068965517,0.10344827586206896
14,21,pick,pick,4,4.00513759590886,0.00012,-9.028017981849242,5.08,0.0,Content,Verb,202.96428571428572,234.28571428571428,0.125
14,22,up,up,2,5.27223856066483,0.00245,-6.011667213609176,6.39,0.0,Content,Adverb,180.0857142857143,201.22857142857143,0.2
14,23,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,171.66666666666666,180.04761904761904,0.23809523809523808
14,24,shovel,shovel,6,2.54406804435028,3.16e-06,-12.664906885296544,3.5,0.0,Content,Noun,215.984126984127,227.0,0.12698412698412698
14,25,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,199.54545454545453,244.13636363636363,0.36363636363636365
14,26,help,help,4,4.67189452356435,0.000562,-7.4840085301346555,5.75,0.0,Content,Verb,218.56140350877192,238.89473684210526,0.21052631578947367
14,27,out.,out,3,5.29475712806123,0.0024,-6.032286499961572,6.38,1.0,Content,Adverb,172.25,192.6346153846154,0.07692307692307693
14,28,In,in,2,5.69761724386273,0.0186,-3.9845936928866372,7.27,0.0,Function,Preposition,178.77272727272728,190.6818181818182,0.3181818181818182
14,29,"Boston,",boston,6,3.0884904701824,4.68e-05,-9.969625218290819,4.67,1.0,Content,Noun,241.7012987012987,299.72727272727275,0.07792207792207792
14,30,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,200.72727272727272,260.6363636363636,0.5454545454545454
14,31,"""snow",snow,4,3.20411998265592,4.57e-05,-9.993410071882701,4.66,0.0,Content,Noun,246.8684210526316,373.11842105263156,0.13157894736842105
14,32,"angel""",angel,5,3.60129931019434,2.82e-05,-10.476185033927203,4.45,0.0,Content,Noun,179.09803921568627,216.72549019607843,0.0392156862745098
14,33,campaign,campaign,8,2.9329808219232,0.0001,-9.210339371976684,5.0,0.0,Content,Noun,212.0375,384.2375,0.4
14,34,is,is,2,5.662440491974,0.0117,-4.448166428631418,7.07,0.0,Content,Verb,201.0,238.32608695652175,0.2608695652173913
14,35,using,using,5,3.54666602507018,0.000295,-8.12853486264146,5.47,0.0,Content,Verb,220.8985507246377,390.8695652173913,0.11594202898550725
14,36,social,social,6,3.23146959043068,0.000263,-8.243356145558446,5.42,0.0,Content,Adjective,228.06849315068493,289.7671232876712,0.0821917808219178
14,37,media,media,5,3.05614226205905,0.0002,-8.517192691416362,5.3,0.0,Content,Noun,196.11290322580646,239.66129032258064,0.06451612903225806
14,38,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,196.46428571428572,214.78571428571428,0.14285714285714285
14,39,encourage,encourage,9,2.48995847942483,2.82e-05,-10.476185033927203,4.45,0.0,Content,Verb,237.02702702702703,292.4189189189189,0.06756756756756757
14,40,neighbors,neighbors,9,2.93901977644867,1.74e-05,-10.95903460463387,4.24,0.0,Content,Noun,228.7625,275.3875,0.0375
14,41,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,175.0,191.42857142857142,0.0
14,42,friends,friends,7,4.19253957731472,0.000269,-8.220798806615292,5.43,0.0,Content,Noun,199.97014925373134,240.955223880597,0.029850746268656716
14,43,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,185.15384615384616,185.15384615384616,0.23076923076923078
14,44,be,be,2,5.46699507375075,0.00617,-5.088056424857386,6.79,0.0,Content,Verb,196.3939393939394,219.12121212121212,0.36363636363636365
14,45,an,an,2,4.97805263012357,0.00339,-5.686925328091253,6.53,0.0,Function,Article,211.6551724137931,233.24137931034483,0.2413793103448276
14,46,angel,angel,5,3.60129931019434,2.82e-05,-10.476185033927203,4.45,0.0,Content,Noun,187.11320754716982,216.0754716981132,0.03773584905660377
14,47,and,and,3,5.8342814273373,0.0257,-3.6612642831899125,7.41,0.0,Function,Conjunction,183.0952380952381,202.71428571428572,0.09523809523809523
14,48,help,help,4,4.67189452356435,0.000562,-7.4840085301346555,5.75,0.0,Content,Verb,205.45098039215685,238.19607843137254,0.058823529411764705
14,49,dig,dig,3,3.37254380075907,1.66e-05,-11.006101838523536,4.22,0.0,Content,Verb,211.3448275862069,250.58620689655172,0.034482758620689655
14,50,out,out,3,5.29475712806123,0.0024,-6.032286499961572,6.38,0.0,Content,Adverb,158.44444444444446,184.44444444444446,0.027777777777777776
14,51,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,233.6578947368421,323.4736842105263,0.6578947368421053
14,52,stranded,stranded,8,2.18752072083646,5.01e-06,-12.20405468298686,3.7,0.0,Content,Adjective,187.55128205128204,547.9487179487179,0.0
15,1,"Anderson,",anderson,8,2.87563993700417,2.29e-05,-10.684369280601388,4.36,1.0,Content,Noun,191.45945945945945,384.3783783783784,0.08108108108108109
15,2,considered,considered,10,3.07298474462793,0.00012,-9.028017981849242,5.08,0.0,Content,Verb,209.45,392.225,0.0375
15,3,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,249.43478260869566,260.69565217391306,0.34782608695652173
15,4,key,key,3,3.64650175003161,0.000132,-8.932707877802432,5.12,0.0,Content,Adjective,224.56896551724137,340.37931034482756,0.20689655172413793
15,5,witness,witness,7,3.41863268735407,3.31e-05,-10.315974254437783,4.52,0.0,Content,Noun,202.81690140845072,321.6478873239437,0.09859154929577464
15,6,by,by,2,4.83483381813589,0.00457,-5.388242052194186,6.66,0.0,Function,Preposition,194.77142857142857,250.82857142857142,0.6
15,7,the,the,3,6.1766436197553,0.0537,-2.9243422756051207,7.73,0.0,Function,Article,199.22222222222223,236.73333333333332,0.28888888888888886
15,8,"prosecution,",prosecution,11,2.60422605308447,1.15e-05,-11.373154826980702,4.06,1.0,Content,Noun,223.5185185185185,434.85185185185185,0.06172839506172839
15,9,vowed,vowed,5,1.92427928606188,2.45e-06,-12.91938171791407,3.39,0.0,Content,Verb,252.52631578947367,323.6842105263158,0.3508771929824561
15,10,he,he,2,5.59050523199268,0.0049,-5.3185200534573935,6.69,0.0,Function,Pronoun,214.6818181818182,246.88636363636363,0.2727272727272727
15,11,wouldn't,wouldn't,8,,0.000151,-8.798230058897913,5.18,1.0,Content,Verb,217.0909090909091,346.4155844155844,0.1038961038961039
15,12,testify,testify,7,2.86033800657099,6.92e-06,-11.881080337572056,3.84,0.0,Content,Verb,216.30666666666667,283.16,0.06666666666666667
15,13,when,when,4,5.01594624365757,0.00234,-6.057604306877485,6.37,0.0,Function,Conjunction,217.8181818181818,292.6818181818182,0.20454545454545456
15,14,served,served,6,3.00346053210951,6.46e-05,-9.6472945991893,4.81,0.0,Content,Verb,229.3918918918919,360.72972972972974,0.06756756756756757
15,15,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,150.2962962962963,174.8148148148148,0.18518518518518517
15,16,subpoena,subpoena,8,2.05690485133647,2.19e-06,-13.03156335307789,3.34,0.0,Content,Noun,225.679012345679,739.604938271605,0.345679012345679
15,17,last,last,4,4.56677913634119,0.000724,-7.23071902745702,5.86,0.0,Function,Number,179.12307692307692,323.10769230769233,0.15384615384615385
15,18,week.,week,4,4.08511211326684,0.000363,-7.921107448217367,5.56,1.0,Content,Noun,187.4255319148936,260.3191489361702,0.10638297872340426
15,19,His,his,3,5.03488903532673,0.00324,-5.732181918313702,6.51,0.0,Function,Determiner,210.02,273.6,0.42
15,20,lawyers,lawyers,7,2.98944981766669,2.45e-05,-10.61683335878927,4.39,0.0,Content,Noun,203.21052631578948,332.13157894736844,0.10526315789473684
15,21,said,said,4,4.75229435028586,0.00102,-6.8879525536467465,6.01,0.0,Content,Verb,215.18867924528303,247.9433962264151,0.22641509433962265
15,22,he,he,2,5.59050523199268,0.0049,-5.3185200534573935,6.69,0.0,Function,Pronoun,204.025,215.375,0.2
15,23,was,was,3,5.45998320887664,0.00661,-5.019171609989949,6.82,0.0,Content,Verb,203.66666666666666,244.77777777777777,0.2222222222222222
15,24,prepared,prepared,8,3.26150077319828,5.5e-05,-9.808175554551639,4.74,0.0,Content,Verb,224.2987012987013,337.0,0.09090909090909091
15,25,for,for,3,5.54611185676681,0.0102,-4.58536754888799,7.01,0.0,Function,Preposition,184.43333333333334,262.3333333333333,0.26666666666666666
15,26,a,a,1,6.01752581716572,0.0229,-3.776618364055131,7.36,0.0,Function,Article,173.72413793103448,173.72413793103448,0.3103448275862069
15,27,third,third,5,3.58001211252942,0.000209,-8.473175827530678,5.32,0.0,Function,Number,204.87878787878788,261.3939393939394,0.12121212121212122
15,28,prison,prison,6,3.52750101098112,6.31e-05,-9.67078820363231,4.8,0.0,Content,Noun,239.53333333333333,353.01666666666665,0.15
15,29,stay,stay,4,4.41993923507764,0.000214,-8.449534075652812,5.33,0.0,Content,Verb,227.94545454545454,382.6363636363636,0.18181818181818182
15,30,to,to,2,6.06317229855216,0.0269,-3.6156289886568715,7.43,0.0,Function,Preposition,228.23684210526315,282.44736842105266,0.2631578947368421
15,31,maintain,maintain,8,2.8208579894397,4.47e-05,-10.015534819210789,4.65,0.0,Content,Verb,217.4794520547945,364.958904109589,0.0684931506849315
15,32,his,his,3,5.03488903532673,0.00324,-5.732181918313702,6.51,0.0,Function,Determiner,154.6875,194.97916666666666,0.0625
15,33,silence.,silence,7,3.11226976841727,2.88e-05,-10.45513169860618,4.46,1.0,Content,Noun,190.475,297.575,0.4375
15,34,Anderson,anderson,8,2.87563993700417,2.29e-05,-10.684369280601388,4.36,0.0,Content,Noun,189.06172839506172,366.320987654321,0.06172839506172839
15,35,was,was,3,5.45998320887664,0.00661,-5.019171609989949,6.82,0.0,Content,Verb,209.65714285714284,255.97142857142856,0.2
15,36,released,released,8,2.94596070357757,0.000112,-9.097010793812435,5.05,0.0,Content,Verb,218.39240506329114,357.63291139240505,0.0379746835443038
15,37,July,july,4,2.79028516403324,0.000148,-8.818297608524711,5.17,0.0,Content,Noun,222.68421052631578,294.10526315789474,0.08771929824561403
15,38,20,20,2,,0.000121,-9.019719185921593,5.08,0.0,Function,Number,211.29787234042553,224.12765957446808,0.14893617021276595
